id,book_eng,chapter,verse,bible_eng
1043014,Genesis,43,14,"And God Almighty give you mercy before the man, that he may send away your other brother, and Benjamin. If I be bereaved of my children, I am bereaved."
1043015,Genesis,43,15,"And the men took that present, and they took double money in their hand and Benjamin; and rose up, and went down to Egypt, and stood before Joseph."
1043016,Genesis,43,16,"And when Joseph saw Benjamin with them, he said to the ruler of his house, Bring these men home, and slay, and make ready; for these men shall dine with me at noon."
1043017,Genesis,43,17,And the man did as Joseph bade; and the man brought the men into Joseph's house.
1043018,Genesis,43,18,"And the men were afraid, because they were brought into Joseph's house; and they said, Because of the money that was returned in our sacks at the first time are we brought in; that he may seek occasion against us, and fall upon us, and take us for bondmen, and our asses."
1043019,Genesis,43,19,"And they came near to the steward of Joseph's house, and they communed with him at the door of the house,"
1043020,Genesis,43,20,"And said, O sir, we came indeed down at the first time to buy food:"
1043021,Genesis,43,21,"And it came to pass, when we came to the inn, that we opened our sacks, and, behold, every man's money was in the mouth of his sack, our money in full weight: and we have brought it again in our hand."
1043022,Genesis,43,22,And other money have we brought down in our hands to buy food: we cannot tell who put our money in our sacks.
1043023,Genesis,43,23,"And he said, Peace be to you, fear not: your God, and the God of your father, hath given you treasure in your sacks: I had your money. And he brought Simeon out unto them."
1043024,Genesis,43,24,"And the man brought the men into Joseph's house, and gave them water, and they washed their feet; and he gave their asses provender."
1043025,Genesis,43,25,And they made ready the present against Joseph came at noon: for they heard that they should eat bread there.
1043026,Genesis,43,26,"And when Joseph came home, they brought him the present which was in their hand into the house, and bowed themselves to him to the earth."
1043027,Genesis,43,27,"And he asked them of their welfare, and said, Is your father well, the old man of whom ye spake? Is he yet alive?"
1043028,Genesis,43,28,"And they answered, Thy servant our father is in good health, he is yet alive. And they bowed down their heads, and made obeisance."
1043029,Genesis,43,29,"And he lifted up his eyes, and saw his brother Benjamin, his mother's son, and said, Is this your younger brother, of whom ye spake unto me? And he said, God be gracious unto thee, my son."
1043030,Genesis,43,30,"And Joseph made haste; for his bowels did yearn upon his brother: and he sought where to weep; and he entered into his chamber, and wept there."
1043031,Genesis,43,31,"And he washed his face, and went out, and refrained himself, and said, Set on bread."
1043032,Genesis,43,32,"And they set on for him by himself, and for them by themselves, and for the Egyptians, which did eat with him, by themselves: because the Egyptians might not eat bread with the Hebrews; for that is an abomination unto the Egyptians."
1043033,Genesis,43,33,"And they sat before him, the firstborn according to his birthright, and the youngest according to his youth: and the men marveled one at another."
1043034,Genesis,43,34,"And he took and sent messes unto them from before him: but Benjamin's mess was five times so much as any of theirs. And they drank, and were merry with him."
1044001,Genesis,44,1,"And he commanded the steward of his house, saying, Fill the men's sacks with food, as much as they can carry, and put every man's money in his sack's mouth."
1044002,Genesis,44,2,"And put my cup, the silver cup, in the sack's mouth of the youngest, and his corn money. And he did according to the word that Joseph had spoken."
1044003,Genesis,44,3,"As soon as the morning was light, the men were sent away, they and their asses."
1044004,Genesis,44,4,"And when they were gone out of the city, and not yet far off, Joseph said unto his steward, Up, follow after the men; and when thou dost overtake them, say unto them, Wherefore have ye rewarded evil for good?"
1044005,Genesis,44,5,"Is not this it in which my lord drinketh, and whereby indeed he divineth? ye have done evil in so doing."
1044006,Genesis,44,6,"And he overtook them, and he spake unto them these same words."
1044007,Genesis,44,7,"And they said unto him, Wherefore saith my lord these words? God forbid that thy servants should do according to this thing:"
1044008,Genesis,44,8,"Behold, the money, which we found in our sacks' mouths, we brought again unto thee out of the land of Canaan: how then should we steal out of thy lord's house silver or gold?"
1044009,Genesis,44,9,"With whomsoever of thy servants it be found, both let him die, and we also will be my lord's bondmen."
1044010,Genesis,44,10,"And he said, Now also let it be according unto your words: he with whom it is found shall be my servant; and ye shall be blameless."
1044011,Genesis,44,11,"Then they speedily took down every man his sack to the ground, and opened every man his sack."
1044012,Genesis,44,12,"And he searched, and began at the eldest, and left at the youngest: and the cup was found in Benjamin's sack."
1044013,Genesis,44,13,"Then they rent their clothes, and laded every man his ass, and returned to the city."
1044014,Genesis,44,14,And Judah and his brethren came to Joseph's house; for he was yet there: and they fell before him on the ground.
1044015,Genesis,44,15,"And Joseph said unto them, What deed is this that ye have done? wot ye not that such a man as I can certainly divine?"
1044016,Genesis,44,16,"And Judah said, What shall we say unto my lord? what shall we speak? or how shall we clear ourselves? God hath found out the iniquity of thy servants: behold, we are my lord's servants, both we, and he also with whom the cup is found."
1044017,Genesis,44,17,"And he said, God forbid that I should do so: but the man in whose hand the cup is found, he shall be my servant; and as for you, get you up in peace unto your father."
1044018,Genesis,44,18,"Then Judah came near unto him, and said, Oh my lord, let thy servant, I pray thee, speak a word in my lord's ears, and let not thine anger burn against thy servant: for thou art even as Pharaoh."
1044019,Genesis,44,19,"My lord asked his servants, saying, Have ye a father, or a brother?"
1044020,Genesis,44,20,"And we said unto my lord, We have a father, an old man, and a child of his old age, a little one; and his brother is dead, and he alone is left of his mother, and his father loveth him."
1044021,Genesis,44,21,"And thou saidst unto thy servants, Bring him down unto me, that I may set mine eyes upon him."
1044022,Genesis,44,22,"And we said unto my lord, The lad cannot leave his father: for if he should leave his father, his father would die."
1044023,Genesis,44,23,"And thou saidst unto thy servants, Except your youngest brother come down with you, ye shall see my face no more."
1044024,Genesis,44,24,"And it came to pass when we came up unto thy servant my father, we told him the words of my lord."
1044025,Genesis,44,25,"And our father said, Go again, and buy us a little food."
1044026,Genesis,44,26,"And we said, We cannot go down: if our youngest brother be with us, then will we go down: for we may not see the man's face, except our youngest brother be with us."
1044027,Genesis,44,27,"And thy servant my father said unto us, Ye know that my wife bare me two sons:"
1044028,Genesis,44,28,"And the one went out from me, and I said, Surely he is torn in pieces; and I saw him not since:"
1044029,Genesis,44,29,"And if ye take this also from me, and mischief befall him, ye shall bring down my gray hairs with sorrow to the grave."
1044030,Genesis,44,30,"Now therefore when I come to thy servant my father, and the lad be not with us; seeing that his life is bound up in the lad's life;"
1044031,Genesis,44,31,"It shall come to pass, when he seeth that the lad is not with us, that he will die: and thy servants shall bring down the gray hairs of thy servant our father with sorrow to the grave."
1044032,Genesis,44,32,"For thy servant became surety for the lad unto my father, saying, If I bring him not unto thee, then I shall bear the blame to my father for ever."
1044033,Genesis,44,33,"Now therefore, I pray thee, let thy servant abide instead of the lad a bondman to my lord; and let the lad go up with his brethren."
1044034,Genesis,44,34,"For how shall I go up to my father, and the lad be not with me? lest peradventure I see the evil that shall come on my father."
